user_id,remaining_calories,remaining_carbo,remaining_protein,remaining_fat,remaining_cholesterol
32534,63,10.743,7.745,2.64,214
32536,1579,240.456,81.793,35.138,30
32537,104,11.169,8.277,2.665,-45
32539,519,75.347,23.804,12.209,238
32541,119,20.29,4.062,4.397,241
32542,945,147.394,45.898,22.074,-72
32545,-153,-21.985,-9.067,-4.89,-92
32546,-215,-20.016,-10.983,-6.423,-19
32547,-91,-17.395,-5.597,-3.183,201
32548,895,132.707,45.408,19.417,-94
32549,1179,175.128,60.666,24.877,-89
32550,1517,177.321,102.02,29.242,250
32551,1542,236.557,73.939,33.64,-4
32552,1320,261.965,29.886,16.811,-15
32554,104,12.412,4.358,1.964,209
32556,1090,159.033,54.4,24.833,119
32557,201,29.026,3.964,6.829,269
32559,214,28.659,12.46,4.184,205
32560,-325,-49.66,-15.559,-9.43,13
32562,226,31.29,10.945,3.018,89
32563,368,70.333,10.752,4.794,-32
32564,-379,-54.21,-20.29,-6.577,-49
32565,590,9.147,15.073,52.705,242
32566,1093,167.23,51.04,25.213,-9
32567,1776,230.472,108.887,46.926,212
32568,126,12.953,6.471,3.155,82
32569,394,82.747,7.48,7.592,-35
32570,1053,174.096,33.853,15.547,135
32571,2019,284.238,137.872,53.66,12
32572,898,125.898,47.617,20.01,88
32575,679,101.455,28.333,16.192,119
32576,1061,150.93,51.622,24.994,212
32581,2394,356.175,121.514,54.319,-23
32582,2143,321.752,112.616,49.708,-31
32583,1311,196.149,61.894,28.261,158
32584,1928,289.485,95.036,41.277,88
32585,1029,154.342,55.728,22.782,-73
32586,2072,309.99,102.791,46.069,288
32589,1569,229.074,79.322,34.526,0
32591,1152,174.394,60.019,24.89,228
32592,1392,210.694,73.122,30.326,-4
32594,903,134.829,46.368,21.378,218
32595,-48,-3.402,-1.458,-2.639,184
32596,1845,288.66,95.651,40.042,209
32597,51,12.341,2.362,0.752,118
32598,328,51.191,15.369,5.469,142
32599,-183,-13.381,-11.105,-6.23,25
32601,361,46.052,19.505,8.515,246
32602,48,10.239,0.065,1.889,70
32603,-180,-21.826,-2.749,-3.67,-23
32604,1618,246.334,79.961,35.91,231
32606,1351,197.332,69.476,29.805,89
32608,112,22.076,7.794,2.821,114
32609,72,13.449,3.421,-0.417,8
32610,281,2.663,53.361,3.968,-15
32612,1761,188.389,74.489,41.848,79
32616,1707,260.683,84.291,37.559,121
32617,-415,-58.188,-18.108,-10.267,238
32618,-481,-73.279,-25.241,-11.924,-52
32620,198,32.355,6.601,4.39,194
32621,780,87.978,34.623,18.864,280
32622,-405,-65.651,-17.115,-8.917,110
32623,2644,368.714,82.826,46.06,34
32627,1939,207.713,60.176,34.191,229
32628,333,41.483,7.541,11.211,-73
32629,1919,291.986,96.972,42.755,-10
32630,655,94.333,35.725,12.235,72
32631,-171,-20.102,-9.126,-3.349,-25
32632,-422,-64.428,-20.588,-9.864,-41
32633,21,2.473,2.541,0.229,130
32634,2181,287.167,101.084,43.636,-41
32635,1085,163.745,50.355,24.642,59
32636,2950,442.252,150.612,65.892,172
32637,1255,193.83,62.385,28.324,-84
32639,-425,-64.023,-19.123,-9.979,-35
32643,1254,127.938,55.894,28.664,146
32644,-171,-22.081,-9.671,-3.132,23
32645,791,19.81,20.348,71.78,166
32646,485,72.638,22.552,11.178,3
32648,885,136.258,35.555,23.877,27
32649,1199,152.811,76.886,15.603,135
32650,1102,130.507,60.773,26.614,31
32652,1743,343.281,41.234,19.425,207
32654,513,71.75,25.488,12.728,261
32657,623,90.938,32.52,15.854,96
32658,-482,-72.61,-23.384,-11.816,160
32660,552,65.757,17.573,10.072,99
32661,253,42.253,13.321,6.316,-50
32662,-234,-27.593,-16.409,-3.005,-81
32663,408,54.939,18.524,9.075,288
32665,461,66.674,25.414,10.689,53
32666,-61,-8.237,-4.467,-1.922,-17
32667,1316,218.041,35.525,28.476,32
32668,392,55.001,21.246,6.987,-62
32670,977,147.041,47.434,19.055,241
32672,1116,170.798,53.43,25.603,-30
32675,300,38.212,13.643,5.443,228
32676,-282,-32.311,-17.512,-8.084,73
32677,1787,199.462,98.223,34.291,-34
32678,129,25.316,8.089,3.587,-33
32679,139,19.257,9.85,2.227,160
32680,698,99.636,52.804,10.971,53
32681,23,4.549,1.657,-0.578,244
32682,995,152.073,51.6,20.224,132
32683,2292,386.416,156.523,61.464,15
32684,1778,265.115,90.924,40.797,164
32686,-353,-58.516,-10.625,-3.149,225
32689,1415,211.651,69.338,32.777,-99
32690,1709,261.947,69.431,22.573,165
32692,2270,341.52,118.127,51.458,48
32693,-64,-9.684,-5.895,-2.536,-11
32694,683,100.748,29.354,15.886,96
32695,1518,44.701,39.608,134.043,119
32696,-153,-12.863,-8.307,-2.502,-24
32697,-183,-24.164,-6.248,-4.178,293
32698,201,45.462,8.318,6.254,208
32700,63,8.584,1.728,1.204,68
32701,838,126.362,40.168,18.994,209
32702,378,58.681,20.717,9.647,-71
32705,1528,227.386,75.777,33.383,264
32707,-178,-25.496,-10.438,-3.362,141
32708,1668,251.932,84.11,36.422,-47
32710,2550,425.491,136.41,47.009,246
32712,4,-3.731,-1.633,-0.353,-81
32713,458,77.704,24.932,12.117,-60
32715,2203,45.086,440.903,24.416,-7
32716,810,13.748,160.055,9.445,9
32718,1575,158.503,92.154,51.129,158
32719,1274,188.026,63.668,28.337,113
32721,2493,378.326,126.765,54.709,-57
32722,1169,175.65,54.935,25.143,165
32723,851,121.985,44.924,17.755,7
32727,265,37.211,11.56,7.528,254
32728,1759,266.35,87.15,39.294,130
32730,1991,44.558,50.849,177.933,-52
32733,1170,178.792,55.877,27.145,61
32736,674,97.374,31.203,15.316,52
32738,530,77.372,26.421,9.705,155
32739,727,112.624,32.783,16.81,136
32741,-287,-47.598,-13.357,-4.585,-66
32742,1167,152.854,41.961,19.11,77
32744,287,45.533,12.971,6.901,281
32745,117,18.696,3.641,3.573,-92
32746,-214,-36.772,-8.51,-4.627,203
32748,978,173.631,38.802,31.481,201
32749,2448,485.562,60.394,26.597,253
32750,2391,363.716,119.721,52.342,141
32751,1553,190.477,101.326,29.839,131
32752,534,86.275,27.057,12.401,145
32753,-456,-12.668,-88.775,-5.056,264
32756,1160,25.813,28.124,103.404,259
32760,1831,265.134,133.692,30.239,207
32763,2133,338.689,98.088,44.132,-3
32764,847,132.325,43.043,18.169,226
32766,-310,-43.795,-21.308,-9.714,152
32767,818,113.213,39.389,18.162,-77
32768,299,47.581,18.257,8.172,50
32769,2158,319.102,106.56,46.963,267
32771,2201,244.326,145.828,36.047,87
32773,61,8.7,1.554,0.835,188
32774,971,128.0,42.707,9.565,252
32776,388,37.52,13.687,3.737,109
32778,2336,381.135,116.398,66.965,13
32779,121,27.448,4.228,2.885,117
32781,403,57.651,23.224,6.856,206
32784,2189,329.032,110.31,47.314,124
32786,1807,277.272,89.48,42.14,282
32788,-206,-35.306,-10.497,-5.373,6
32789,417,60.183,22.94,6.434,175
32790,103,7.235,5.567,2.44,232
32791,1760,283.371,98.697,23.09,-85
32792,-156,-4.203,-31.129,-1.591,263
32793,1244,192.49,64.976,26.092,-98
32795,-170,-30.822,-12.642,-3.931,170
32797,1094,129.318,61.418,14.458,171
32798,1172,174.758,57.476,26.467,234
32799,278,44.526,12.7,5.61,134
32801,2357,235.257,88.475,38.73,-42
32802,2069,306.107,103.855,45.111,204
32803,1743,256.447,84.069,37.249,291
32804,1319,203.373,63.68,29.803,123
32805,1198,174.847,59.555,25.932,-87
32806,344,58.302,19.199,7.616,227
32807,776,108.871,51.069,16.703,-38
32809,-266,-36.713,-13.01,-7.04,221
32810,843,128.959,42.686,16.597,189
32812,-357,-79.671,-5.957,-4.268,107
32815,-258,-50.659,-19.911,-3.782,279
32818,-5,3.763,0.674,0.228,12
32820,-317,-57.133,-14.122,-7.65,254
32821,2610,62.187,519.497,29.508,-67
32822,37,6.576,2.182,2.471,158
32823,-40,-14.852,-3.236,-0.825,65
32825,780,117.455,37.962,18.718,-96
32826,1805,353.511,43.969,21.087,259
32828,1297,200.831,64.528,30.395,196
32829,1459,216.067,69.423,33.057,82
32830,1077,161.935,29.068,29.332,47
32831,2873,431.142,142.866,63.638,240
32832,824,110.557,42.391,19.479,163
32833,2333,350.186,116.827,52.91,-15
32834,966,130.075,73.617,24.524,229
32835,1408,214.536,72.375,30.676,65
32836,227,4.482,5.15,19.9,99
32837,274,37.445,14.469,7.576,-28
32839,453,45.818,25.676,12.587,-90
32840,19,-1.34,-0.068,2.31,223
32841,1684,182.231,44.583,31.096,102
32842,814,96.017,23.426,12.293,263
32843,1189,175.562,61.021,25.783,80
32845,341,47.847,18.491,7.595,152
32848,-128,-18.743,-6.343,-4.281,28
32849,732,107.401,36.611,16.147,133
32850,1471,219.177,74.473,32.458,202
32851,1059,173.51,65.674,17.808,24
32852,-348,-50.685,-18.604,-7.625,-22
32853,135,20.002,4.848,3.867,86
32854,-247,-28.577,-12.283,-5.985,25
32857,1217,187.194,55.579,27.792,-83
32858,694,87.916,46.497,9.562,64
32859,-247,-37.28,-12.863,-7.234,297
32860,2203,313.488,111.463,49.309,-11
32861,1663,247.87,87.667,38.487,105
32863,1503,42.227,297.134,15.981,287
32864,2434,360.984,119.597,55.567,22
32865,1868,272.387,94.324,40.976,10
32867,1756,267.839,87.047,40.74,218
32868,1058,158.269,49.167,24.208,244
32869,1420,210.701,71.688,31.644,-35
32870,227,38.866,11.5,4.605,233
32871,1460,214.246,73.576,33.664,-12
32872,-184,-23.91,-11.831,-1.281,241
32873,2321,343.982,118.489,51.705,256
32874,502,72.99,24.181,11.101,262
32876,-50,-2.803,-3.673,-0.138,83
32877,346,50.951,19.291,5.941,-43
32878,1279,252.878,34.569,15.083,135
32879,1586,248.588,77.857,35.615,137
32882,257,44.938,15.029,6.433,199
32883,718,102.376,34.606,17.581,-10
32885,73,10.873,3.627,2.383,-88
32886,1522,249.415,69.061,36.251,95
32888,495,68.211,26.335,9.333,-57
32892,1569,49.728,314.697,17.912,256
32893,2981,440.498,150.533,66.274,16
32894,1379,39.531,278.757,14.6,240
32895,-170,-37.052,-7.985,-0.661,268
32896,428,68.044,19.963,9.664,-48
32897,947,146.149,46.704,20.662,234
32898,572,84.719,28.094,14.785,67
32900,1844,291.6,93.513,42.958,248
32901,-85,-7.693,-3.877,-2.408,62
32902,1774,35.876,352.411,19.754,54
32903,-88,-16.395,-6.813,-1.858,15
32904,1386,160.172,43.789,35.649,-64
32905,464,60.854,17.232,9.192,270
32906,-96,-11.621,-4.63,0.099,105
32910,1292,197.943,64.175,29.007,-27
32911,-282,-43.987,-11.421,-6.518,7
32912,1814,196.369,78.404,52.693,14
32913,290,45.22,14.03,4.483,83
32914,971,148.016,46.899,20.531,85
32917,2631,428.612,96.71,45.41,-5
32918,1808,266.308,91.604,40.013,235
32921,2223,331.394,110.197,50.528,203
32922,529,77.479,25.333,10.272,-37
32923,1289,146.251,95.419,25.608,-66
32924,1621,324.695,39.934,17.985,-51
32925,1227,184.165,59.867,26.704,17
32926,87,17.35,2.56,3.146,108
32927,1449,250.858,86.49,40.904,109
32928,1177,184.446,76.456,29.049,204
32932,-284,-39.818,-14.178,-6.945,124
32934,989,147.038,48.547,21.43,-4
32935,1398,210.418,74.441,31.59,-48
32938,1683,249.675,86.419,37.92,135
32939,782,117.021,38.214,16.241,213
32940,375,48.588,19.496,8.122,-37
32941,-256,-43.467,-16.879,-3.837,155
32942,1202,37.704,31.27,105.514,173
32943,-112,-10.644,-6.066,-2.216,-48
32944,1532,230.165,76.377,36.132,200
32946,-423,-12.229,-84.519,-4.27,229
32947,960,126.449,30.975,19.222,190
32948,244,35.464,13.078,5.268,123
32949,1386,139.583,53.164,37.013,126
32950,-74,-5.983,-2.17,-1.114,-25
32953,1644,38.579,330.319,18.764,281
32954,2649,403.888,133.906,59.158,26
32955,870,134.935,42.504,18.073,65
32957,-124,-20.525,-4.408,-2.763,-99
32959,2218,267.599,80.795,31.95,13
32960,2203,330.929,113.032,49.694,279
32961,539,74.923,22.842,10.933,74
32962,1576,237.165,77.911,35.245,-46
32964,683,102.091,36.107,16.722,225
32965,284,33.925,10.807,5.217,28
32966,-492,-72.692,-24.533,-11.072,218
32967,2311,344.845,112.711,52.61,-22
32968,467,68.499,22.228,11.959,-46
32969,594,112.986,13.195,6.126,95
32970,1599,240.157,79.559,34.6,157
32971,1934,285.862,96.554,42.131,194
32973,951,146.261,49.944,22.052,-96
32974,1718,217.791,86.323,24.143,229
32975,882,125.857,45.19,19.97,289
32976,1040,153.084,52.8,21.534,-81
32977,525,82.694,27.882,11.088,199
32978,586,83.566,32.833,12.799,-76
32979,808,119.456,44.797,17.184,-51
32981,1041,167.906,55.947,32.471,75
32982,845,124.066,41.983,17.928,-51
32983,1474,221.814,72.807,32.382,160
32984,1253,186.246,62.133,28.854,157
32985,2195,331.093,107.985,47.921,91
32986,2474,372.527,119.94,53.3,109
32987,948,119.878,55.441,27.937,263
32988,-181,-12.578,-34.98,0.133,214
32989,1630,242.149,77.678,36.341,167
32990,2242,333.028,113.096,50.591,278
32992,376,63.345,12.03,5.67,197
32993,329,51.829,13.126,4.992,28
32996,687,119.562,43.564,21.931,-98
32997,1229,137.2,45.476,20.374,178
32998,1509,220.236,74.063,34.756,1
32999,619,84.766,31.69,14.011,127
33000,-461,-23.195,-11.865,-41.293,-96
33001,745,122.725,38.881,15.097,-96
33002,676,105.212,35.122,16.085,268
33003,1834,274.508,90.369,40.196,69
33004,1482,220.619,72.045,33.881,89
33005,1694,31.205,45.61,149.884,273
33006,-362,-49.281,-20.073,-7.517,-82
33007,1100,166.395,56.778,25.981,294
33008,-448,-80.0,-23.04,-10.079,228
33010,1333,169.845,69.146,37.83,-85
33011,-459,-47.34,-14.133,-9.9,-73
33014,523,74.348,29.381,12.358,-70
33015,444,90.77,10.368,5.67,231
33016,890,132.908,45.478,19.717,88
33017,1654,40.661,333.074,20.893,142
33018,1521,311.552,37.806,17.644,-23
33019,585,62.287,37.8,9.609,95
33020,1606,241.254,76.174,36.034,59
33022,-464,-21.399,-91.152,-5.717,222
33023,1351,201.53,65.226,30.873,97
33024,1590,201.855,84.586,30.467,195
33026,1785,211.902,63.097,48.996,18
33027,637,106.588,46.652,9.545,-87
33028,3121,78.458,77.813,277.479,271
33030,-30,-1.68,-3.018,-2.012,251
33032,1772,258.091,86.937,39.573,236
33035,1814,274.528,121.278,58.589,178
33036,-364,-53.613,-12.068,-10.417,230
33040,1354,140.947,97.969,32.906,-35
33041,-54,-11.344,-5.402,-2.27,235
33042,407,70.667,15.5,8.064,-36
33044,1707,261.181,87.15,37.001,-80
33045,399,74.425,13.525,4.271,18
33046,1312,199.505,69.012,28.261,263
33047,293,40.804,8.39,4.264,261
33048,2167,321.799,111.172,47.884,176
33049,-303,-43.61,-16.115,-7.146,257
33050,1388,200.616,69.24,30.924,-58
33051,1105,178.674,55.893,25.269,-67
33052,1041,201.824,26.376,12.712,15
33054,114,13.794,5.194,3.866,85
33055,684,100.001,31.344,14.295,8
33057,455,62.758,25.125,11.288,-90
33059,1297,193.224,67.268,29.353,122
33060,564,72.172,18.938,14.238,-21
33061,299,60.511,9.513,2.069,-38
33062,938,150.924,59.397,16.864,-30
33063,465,68.147,25.822,9.904,159
33064,1875,271.942,94.549,43.465,57
33066,-262,-31.135,-16.041,-4.731,-39
33067,596,89.316,32.844,11.582,176
33068,282,46.59,14.204,5.8,97
33071,286,56.524,7.826,4.319,-75
33072,1606,257.445,100.213,29.283,279
33073,1295,227.314,78.535,19.535,-33
33076,1098,155.907,49.96,35.342,235
33077,1581,233.526,77.038,33.839,235
33078,-295,-42.361,-17.436,-5.427,261
33081,159,19.034,8.872,4.09,170
33083,728,110.594,35.093,16.552,-80
33085,572,85.783,28.366,11.21,200
33086,924,103.422,31.903,9.373,296
33087,116,17.998,5.053,2.159,270
33088,766,114.227,37.272,15.736,294
33090,948,154.478,45.89,22.408,16
33091,-66,-2.17,-6.407,-2.444,36
33093,396,59.599,21.477,8.246,-93
33094,1679,251.547,81.558,37.089,-100
33096,667,105.93,51.124,22.977,-66
33099,1079,205.45,24.456,10.171,253
33104,-54,-0.206,-2.237,-1.715,-17
33105,-465,-85.597,-15.115,-5.308,-72
33106,1108,169.023,58.373,26.373,243
33107,1232,188.479,61.065,28.94,-66
33108,1450,285.607,36.387,15.988,-64
33111,276,42.932,15.265,5.565,-96
33112,-50,2.995,-10.307,-0.631,-53
33117,1645,244.706,79.609,37.155,194
33119,184,39.358,3.99,2.631,-76
33121,1110,167.741,57.41,25.146,-47
33123,-499,-82.487,-28.051,-10.031,133
33124,2106,319.035,107.766,46.178,193
33125,660,94.557,32.672,15.039,232
33126,1212,177.875,63.213,26.7,99
33127,1344,200.495,67.521,29.326,-73
33131,2180,322.702,106.855,48.144,-69
33132,1753,256.115,85.862,37.374,97
33134,2195,329.954,109.626,48.558,91
33136,2059,61.198,410.647,23.468,231
33137,947,27.19,23.226,83.183,255
33139,17,1.834,2.349,2.362,166
33140,272,41.904,6.192,7.676,78
33142,-407,-74.008,-22.301,-12.413,99
33143,1797,264.857,88.2,42.0,133
33145,849,167.028,20.982,8.695,-87
33146,1347,202.773,68.319,31.034,225
33147,2092,309.68,103.796,47.385,149
33151,440,77.376,13.282,12.171,217
33153,1216,168.45,45.907,35.667,-45
33155,832,123.606,44.131,17.446,29
33156,-358,-49.456,-15.384,-7.479,282
33158,131,16.425,7.102,3.989,241
33160,-277,-9.397,-6.77,-25.293,150
33161,1635,239.513,83.983,36.984,-50
33162,1002,156.033,53.335,23.559,-99
33163,1015,151.459,48.105,22.057,-42
33164,131,14.86,6.876,3.887,-63
33166,912,130.373,43.049,20.096,179
33168,167,22.69,9.535,2.831,258
33170,-499,-73.047,-25.641,-11.278,71
33171,2035,300.275,104.155,45.919,194
33172,1780,267.899,86.856,40.648,163
33175,68,3.699,3.746,0.495,273
33177,1233,183.886,62.611,27.544,37
33178,326,14.254,12.725,28.43,30
33179,140,13.964,8.74,2.183,-25
33180,-10,-8.719,-0.9,-0.573,132
33181,1889,280.345,97.077,42.244,214
33182,2131,292.668,89.702,65.195,7
33183,704,21.513,140.481,7.69,184
33185,1577,200.732,73.078,24.054,-99
33186,2717,409.928,136.458,62.79,228
33187,1064,160.104,55.0,23.902,26
33188,1476,221.918,71.699,32.809,112
33189,1009,150.125,50.469,22.08,63
33190,1410,204.34,72.193,30.958,259
33191,751,108.572,36.887,17.809,-43
33192,90,8.518,6.934,5.323,-75
33193,-241,-38.744,-12.073,-5.655,256
33194,2037,279.317,134.782,24.459,211
33195,-158,-25.978,-5.924,-3.207,131
33196,1514,38.938,38.802,135.531,229
33197,1250,187.165,61.08,27.024,77
33198,623,87.109,32.92,13.395,-63
33199,2602,382.367,131.547,57.741,278
33200,511,72.155,27.2,11.854,92
33205,2368,55.439,471.821,26.79,250
33206,2424,367.845,122.285,53.161,237
33207,1712,205.363,61.227,19.397,83
33208,809,119.771,41.185,18.59,108
33209,1868,56.913,45.24,168.472,10
33210,-46,-7.361,-6.325,-1.498,54
33211,170,18.832,9.411,3.768,-21
33212,-296,-50.177,-15.587,-6.73,278
33215,244,36.83,10.48,6.561,116
33216,1201,180.631,60.186,25.662,152
33217,1039,148.855,47.148,30.352,189
33218,-339,-48.402,-15.351,-8.863,-47
33219,1560,240.718,76.858,34.182,146
33220,1718,263.03,85.507,36.159,89
33221,414,58.952,21.49,9.269,99
33223,827,141.255,46.036,26.628,93
33225,729,110.984,36.179,17.473,-28
33227,-175,-25.332,-7.427,-2.988,6
33228,21,-3.604,-3.102,1.503,-99
33229,1403,211.422,70.435,31.693,182
33230,1217,173.223,59.399,30.911,191
33231,1162,120.205,35.036,23.312,-72
33232,1020,112.431,50.39,22.747,66
33233,-309,-45.173,-14.343,-4.72,-25
33235,919,132.787,46.085,20.74,27
33236,348,62.037,15.102,9.263,175
33239,1363,174.325,73.207,43.253,-56
33240,1213,128.337,79.56,16.074,12
33241,1568,234.247,106.132,49.629,194
33242,1363,208.564,68.584,29.0,136
33243,572,93.141,25.665,15.126,-61
33244,16,0.956,-0.217,-0.668,120
33245,-5,-0.091,-1.716,-0.636,-22
33246,1958,286.363,93.308,42.137,73
33247,2543,67.52,507.596,30.383,233
33250,1925,285.987,96.478,42.338,120
33251,1161,177.447,61.744,26.947,-62
33252,-118,-8.92,-5.5,-3.977,125
33254,836,125.565,42.676,16.987,278
33256,306,36.632,16.346,6.497,85
33257,486,85.815,31.712,13.985,-89
33259,2639,396.372,131.832,58.277,-15
33261,899,107.58,41.112,30.521,143
33262,1126,29.984,27.853,100.381,146
33265,-164,-29.966,-8.711,-5.357,101
33266,1204,138.88,68.446,34.389,-22
33269,-106,-15.056,-6.903,-5.472,288
33270,894,126.521,41.13,19.984,280
33271,1554,237.77,79.189,35.531,111
33272,1215,179.294,59.707,26.841,116
33275,1806,357.293,46.449,21.29,139
33276,1030,153.478,52.324,22.486,88
33280,1405,211.752,72.201,32.398,-86
33281,1997,307.268,100.146,42.642,255
33282,-343,-43.597,-19.71,-3.727,265
33283,903,131.044,45.512,18.646,-87
33285,473,80.685,21.315,9.926,135
33286,-354,-53.694,-20.277,-12.29,-49
33287,516,88.692,23.177,10.997,142
33288,392,61.656,25.122,10.099,138
33290,674,93.897,32.79,13.78,-27
33291,13,-5.447,4.354,0.503,38
33292,2190,318.934,106.471,48.789,264
33293,1446,220.405,71.813,33.026,191
33294,-5,-3.698,1.533,0.597,9
33295,473,73.758,21.839,10.293,261
33296,247,39.588,9.493,3.533,159
33297,1743,210.322,114.749,50.92,-54
33298,658,94.131,20.017,12.342,-79
33301,124,23.582,0.461,2.399,255
33302,2178,240.165,90.278,53.635,244
33303,1497,222.092,76.672,34.183,147
33304,158,19.412,4.318,5.382,63
33305,1559,267.923,76.417,45.993,177
33307,1709,297.941,44.132,28.112,-97
33308,389,57.373,18.612,8.98,-66
33309,-131,-21.427,-6.538,-2.39,217
33310,1275,173.588,64.737,34.097,226
33312,2476,276.387,119.655,35.206,163
33314,570,13.254,117.71,5.831,39
33315,1222,212.65,34.927,26.578,265
33316,1686,254.753,82.194,36.421,-70
33317,356,9.165,5.892,32.53,172
33319,1216,184.757,64.891,34.633,150
33320,-440,-47.566,-22.825,-9.241,-66
33321,2287,349.176,111.875,49.653,21
33322,264,34.522,13.644,6.616,202
33323,218,40.882,11.185,5.136,21
33325,1403,200.613,67.075,30.248,85
33326,166,23.829,8.636,3.585,32
33327,188,24.851,7.766,6.254,37
33329,599,78.391,31.106,18.579,-61
33330,810,126.405,47.032,9.736,4
33331,1091,159.756,53.203,25.82,112
33333,242,42.654,16.524,6.564,173
33334,834,95.702,59.673,10.696,-36
33336,1017,152.314,53.712,22.92,286
33337,27,1.498,2.747,0.497,218
33338,1549,262.899,64.893,41.218,144
33339,-488,-54.891,-32.239,-8.886,251
33340,953,102.244,67.902,22.086,51
33341,1226,175.833,59.449,26.988,-81
33342,955,137.615,49.833,20.295,72
33343,1738,259.847,88.102,38.429,297
33345,927,131.369,48.029,20.871,47
33346,1725,255.168,86.119,39.702,162
33347,1082,158.374,55.241,23.939,49
33349,262,39.616,14.121,5.791,193
33353,2267,334.941,114.691,50.21,-52
33354,993,123.668,53.402,13.53,-19
33356,1775,267.013,86.491,38.951,79
33357,-23,-6.325,-0.705,-0.254,-46
33358,551,7.489,112.53,5.628,179
33359,333,39.843,21.227,6.599,103
33361,115,19.164,1.715,4.293,-16
33362,131,20.709,2.388,5.089,230
33364,1894,284.372,92.421,42.444,51
33366,1034,126.544,53.784,29.984,161
33367,520,75.869,28.314,10.572,-27
33368,1774,269.156,88.962,39.222,190
33369,2215,332.267,109.037,48.893,289
33371,694,103.772,34.282,14.998,267
33373,-362,-36.477,-19.901,-7.307,155
33375,1507,226.227,73.748,32.685,161
33377,1278,166.29,89.499,31.68,-59
33379,1590,236.848,96.557,28.78,77
33380,647,97.025,32.403,13.461,26
33382,871,141.429,43.465,19.331,265
33384,858,101.579,34.602,25.809,220
33385,-124,-14.838,-6.446,-3.881,222
33386,962,144.064,50.631,22.988,128
33387,1505,225.536,73.011,33.303,-52
33390,300,40.047,12.582,8.263,-79
33391,1998,291.377,102.54,43.343,-24
33393,1243,192.427,60.625,25.455,18
33394,1352,199.84,65.268,30.537,169
33397,395,57.017,19.538,9.745,237
33398,1694,339.663,39.435,18.315,33
33399,813,119.954,42.736,17.267,241
33401,-382,-58.446,-17.814,-8.067,254
33402,471,77.86,31.486,8.653,240
33404,141,18.63,7.253,3.787,-3
33405,1986,301.143,101.752,46.895,295
33407,685,105.808,35.153,17.219,99
33408,759,127.291,40.244,17.275,168
33411,-313,-46.54,-15.412,-6.656,32
33413,475,58.642,29.726,15.317,265
33414,331,44.817,16.035,6.231,34
33415,30,-1.084,0.736,0.567,-8
33416,442,60.058,23.263,5.837,-95
33419,1753,45.684,348.071,18.643,125
33420,2093,308.035,105.78,45.993,-81
33421,-448,-55.525,-18.133,-14.53,78
33422,6,-2.774,0.401,0.981,167
33423,2180,57.58,437.646,24.547,157
33424,1204,179.989,59.54,26.597,-81
33425,1058,150.326,52.958,22.636,280
33426,180,15.6,9.768,5.658,160
33427,287,41.608,15.766,5.702,172
33428,-26,-5.023,-3.808,-0.204,-64
33430,428,47.996,17.141,11.25,283
33432,369,51.695,22.282,7.899,93
33434,1764,232.671,59.52,42.491,130
33435,1969,227.02,53.842,58.303,198
33436,1059,16.472,211.606,12.0,-78
33437,-239,-34.384,-14.613,-6.468,-57
33439,1228,189.102,63.026,27.245,245
33440,283,35.161,14.628,5.856,283
33441,1847,270.966,94.494,42.274,68
33444,1456,218.494,70.323,31.759,203
33447,567,86.135,26.027,12.714,-36
33449,1318,197.744,66.325,28.794,-63
33450,902,179.774,19.418,10.362,225
33451,1799,267.229,89.725,40.263,283
33452,1287,189.763,69.14,28.701,-46
33453,1070,151.388,55.919,24.043,-32
33454,709,102.679,30.526,15.964,4
33455,1044,155.647,54.609,23.435,-44
33456,-314,-50.488,-16.85,-7.414,151
33457,449,64.437,20.931,10.629,224
33458,-29,-3.413,-1.076,-0.324,6
33460,498,11.62,13.374,44.651,21
33461,1815,272.759,91.107,39.825,31
33464,363,34.742,14.433,7.421,-81
33465,1779,261.712,65.262,39.994,147
33467,460,59.683,37.874,8.423,6
33468,-169,-24.224,-5.214,-2.152,240
33469,-224,-32.766,-9.25,-5.668,239
33470,2490,373.803,123.173,54.62,222
33473,1447,31.217,290.647,15.359,-88
33474,-385,-57.97,-19.909,-8.582,199
33475,1823,35.071,364.562,19.532,155
33476,-28,-0.002,0.597,-0.313,189
33477,2309,352.693,115.188,50.509,92
33478,40,5.86,-2.26,2.778,-77
33479,2510,377.346,126.29,56.144,-72
33480,-153,-20.277,-9.223,-3.346,-69
33481,-9,-3.306,1.229,-0.476,-67
33482,-34,-7.287,-1.113,-1.569,107
33483,827,117.481,58.695,19.692,-96
33484,1114,170.039,56.451,23.787,-3
33485,674,72.21,26.86,20.713,67
33489,1190,180.246,57.334,27.672,251
33496,1863,278.685,91.882,41.817,260
33497,1536,228.987,72.596,36.605,174
33499,1369,208.434,68.395,30.56,-26
33500,1830,269.59,92.633,39.104,193
33501,1392,208.217,69.462,30.364,-63
33503,2616,290.468,138.473,74.654,-50
33504,1494,225.709,74.206,32.8,145
33505,730,76.821,25.366,14.371,-2
33506,810,138.156,33.49,14.776,-39
33507,142,28.556,5.295,4.103,113
33509,444,58.188,22.277,10.136,198
33510,1541,37.551,306.047,19.025,112
33511,1112,163.14,53.366,26.756,-91
33512,1714,258.673,86.747,39.017,-71
33514,1581,233.94,78.293,35.477,86
33516,2100,314.391,105.573,46.38,252
33517,2312,350.418,118.634,51.476,0
33519,809,123.831,41.452,19.196,-52
33521,1563,227.978,95.993,42.064,-1
